Bank name  |  Field      | New value
--------------------------------
Nb80          TimeShift    2926
Na80	      TimeShift	   2919
Na82	      TimeShift	   2430
Nb82	      TimeShift	   2430
Nc82	      TimeShift	   2430
Nd82	      TimeShift	   2430
